"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"57","01","17","N","ASM","κοινωνόν,","κοινωνόν","κοινωνόν","κοινωνός"
"57","01","17","V","2AMD-S","προσλαβοῦ","προσλαβοῦ","προσλαβοῦ","προσλαμβάνομαι"
"57","01","17","RP","ASM","αὐτὸν","αὐτὸν","αὐτόν","αὐτός"
"57","01","17","C","","ὡς","ὡς","ὡς","ὡς"
"57","01","17","RP","AS","ἐμέ.","ἐμέ","ἐμέ","ἐγώ"
"57","01","18","C","","εἰ","εἰ","εἰ","εἰ"
"57","01","18","C","","δέ","δέ","δέ","δέ"
"57","01","18","RI","ASN","τι","τι","τὶ","τις"
"57","01","18","V","3AAI-S","ἠδίκησέν","ἠδίκησέν","ἠδίκησε(ν)","ἀδικέω"
"57","01","18","RP","AS","σε","σε","σε","σύ"
"57","01","18","C","","ἢ","ἢ","ἤ","ἤ"
"57","01","18","V","3PAI-S","ὀφείλει,","ὀφείλει","ὀφείλει","ὀφείλω"
"57","01","18","RD","ASN","τοῦτο","τοῦτο","τοῦτο","οὗτος"
"57","01","18","RP","DS","ἐμοὶ","ἐμοὶ","ἐμοί","ἐγώ"
"57","01","18","V","2PAD-S","⸀ἐλλόγα·","ἐλλόγα","ἐλλόγα","ἐλλογέω"
"57","01","19","RP","NS","ἐγὼ","ἐγὼ","ἐγώ","ἐγώ"
"57","01","19","N","NSM","Παῦλος","Παῦλος","Παῦλος","Παῦλος"
"57","01","19","V","1AAI-S","ἔγραψα","ἔγραψα","ἔγραψα","γράφω"
"57","01","19","RA","DSF","τῇ","τῇ","τῇ","ὁ"
"57","01","19","A","DSF","ἐμῇ","ἐμῇ","ἐμῇ","ἐμός"
"57","01","19","N","DSF","χειρί,","χειρί","χειρί","χείρ"
"57","01","19","RP","NS","ἐγὼ","ἐγὼ","ἐγώ","ἐγώ"
"57","01","19","V","1FAI-S","ἀποτίσω·","ἀποτίσω","ἀποτίσω","ἀποτίνω"
"57","01","19","C","","ἵνα","ἵνα","ἵνα","ἵνα"
"57","01","19","D","","μὴ","μὴ","μή","μή"
"57","01","19","V","1PAS-S","λέγω","λέγω","λέγω","λέγω"
